text,sentiment,original_text
informasi panglima daerah jaya percayanamun informasi daripihak polisi sesungguhnyakami percaya punpada polisi,0,Jika InformasiNya dari <br>Pangdam Jaya maka kami percaya<br>Namun apabila InformasiNya dari<br>Pihak POLISI maka SesungguhNya<br>KAMI TDK PERCAYA SEDIKIT PUN<br>PADA KEPOLISIAN...
aparat kalah rakyat maju bantu aparat,0,Kalo aparat kalah rakyat akan maju bantu aparat
cinta negeri lihat muak atur terobos terobos entahh,0,Kami krnah cinta negri saja...klu suda liat kegini muak....aturan gk di ikut....membuat terobosan terobosan entahh😂
mahasiswa tindak anarkis tangkap timah panas kaki malu malu mahasiswa akhlak,0,Mahasiswa yg bertindak anarkis harus ditangkap dan diberi timah panas pada kakinya..malu maluin sebagai mahasiswa ahlaknya gk punya sama sekali
unjuk seru,0,Tidak demo tidak seruuu ......
ganti presiden jamin murah mahasiswa jamin kayak mahasiswa sopan santun orang tua juang mati mati unjuk anak baik,0,Kalo ganti persiden bisa janin  apa2 murah  dengan mahasiswa  masa bisa menjamin   ibu bpkmu jadi kaya  mahasiswa itu harus punya sopan santun orang tua banyak berjuang mati-matian bukan untuk demo untuk gimana anak jadi yang terbaik
kasihan aparat aman demo tanggung pimpin indonesia korban aparat mahasiswa,1,"Yang kasihan aparat ke amanan dan pendemo, seharusnya bertanggung jawab para pemimpin indonesia, jangan hanya mengorbankan aparat dan mahasiswa."
demo orang nomor nampak batang hidung tinjau proyek ritual,1,"Setiap demo,itu orang nomer satu selalu tak nampak batang hidungnya,mungkin lagi meninjau proyek atau lagi ritual?😅😅😅"
pancing rusuh tindak mesti alias cegah sakit minum obat nama polisi,1,"Dah tahu mo memancing kerusuhan , ko Bru bertindak mestinya alias pencegahan , ga sakit minum obat namanya p pol"
unjuk minta rakyat kabul indonesia,1,Terus demo sampai permintaan rakyat di kabulkan.. Indonesia ✊😠
umur hidup koh unjuk nikmat bansos,0,Mau seumur hidup juga gak app Koh ngapain di demo kan kalian yang menikmati banso juga
joko widodo tertawa turun jokowi pimpin negara,1,"Jokowi cumaa bisa tertawa melihat ini🖕🖕, turun kmu jok udh ga pantas mimpin negara"
pimpin revolusi tentangpemimpin keras gulingkanpemimpin kiai turunkanpemimpin militer turunkansaiki pimpin santun perintah turunkanbenang kusut banget heran kayak mati,1,Pemimpin revolusi di tentang<br>Pemimpin keras di gulingkan<br>Pemimpin kiai di turunkan<br>Pemimpin militer di turunkan<br>Saiki pemimpin santun dalam memerintah juga di turunkan....<br><br>Benang kusutnya sebenarnya keliatan banget....para kadrun kadrun itu <br><br>Heran kaya ga mau mati saja...
cepat tangkap dalang rusuh unjuk kemarin polisi hukum berat,1,Cepat segerah ditangkap dalang kerusuhan demo kemarin pk polisi.. Hukum seberat2nya
gilir liput mediakemaren ajaselamat buka puasa bakwan rebus,0,Giliran udah gini diliput media...<br>Kemaren kemana aja???<br><br>Selamat berbuka puasa dengan bakwan rebus!
kasih orasi denger kecuali duduk gedung dpr mpr zaman suharto jamin denger,1,Percuma ngasi orasi gk bkln di dengerin 😂😂 kecuali duduki gedung DPR/MPR . Seperti jaman dulu suharto . Saya jamin di dengerin 😁😁😁
gue bilang makassar lawancuman makassar lawan merekaricuh mudah mudah mahasiswa lindung amin,0,"Kan ape gue bilang makassar ngak ada lawan💪cuman ada d makassar lawan mereka😏ricuh lagi, mudah2han mahasiswa d lindungi amin🙏🙏"
awas polisi joko widodo licik bajing,0,Awas polisi jokowi licik dan bajingan
bikin rusuh ajar anggota bem,0,Yang bikin rusuh para pelajar... Anggota BEM? 😅
demo temu halang ricuh,1,pendemo itu di temui bukan di halangi kan jadinya ricuh gini
pakai almamater tangkap,0,Yang Tidak Pakai Almamater Tangkap !!!!
juang semangat mahasiswa moga minyak goreng harga turun murah sejahtera rakyat indonesia,0,"Terus berjuang&amp;semangat para mahasiswa,semoga migor dll hrgnya bisa turun&amp;murah demi kesejahteraan rakyat indonesia."
mahasiswa kayak anak anak aku aspirasi wakil rakyat onar lulus kuliah gimana,0,Mahasiswa kok kaya anak* ngakunya mau menyampaikan aspirasi ke wakil rakyat tapi malah buat onar pada kagak lulus kuliah atau gmn??
mati jajah negeri,0,Lebih baik mati daripada dijajah di negri sndiri
pimpin dpr puan maharani temu mahasiswa demo allah tanggung dunia akhirat,0,Mana pimpinan DPR puan maharani temui mahasiswa yg demo?Allah minta tanggung jawabmu didunia diakhirat lo...
ya allah mahasiswa moga lindung allah,1,YA Allah para mahasiswa semoga selalu dilindungi Allah SWT 🤲🤲🤲
mahasiswa ku,1,lanjutkan mahasiswa ku
anarkis hukum berat makar nih,1,"Yang anarkis hukum seberatberatnya, makar nih.."
mahasiswa anak stm rakyat salam jawa timur,0,"mahasiswa,anak stm,rakyat semuanya luar biasa salam dari jawa timur"
unjuk hukum koruptor koruptor nomor indonesia dunia,0,Trs kapan demo hukuman buat pra koruptor pdhl koruptor masalah no 1 di indonesia bhkan dunia
zaman suharto gusdur beda zaman jokowi,1,jmn suharto Dan gusdur kan beda lgi sm jmn bp jokowi. jngn di samain..
coba lari niat juang tuntut semprot air lari birit birit,1,"Coba jangan lari klo niat memperjuangkan tuntutannya, semprot air aja lari terbirit2"
korban sentimeter gara gara gelintir orang kaya,0,Dubhanallah begitu byk korban dari dua pihak cm gara2 segelintir org memperkaya diri
nya presiden joko widodo bilang warga negara nkri bilang tolak periode tenang mahasiswa,0,Seharus nya pak persiden jokowi bilang ke warga negara nkri bilang saya menolak 3 priode.mungkin baru tenang mahasiswa
maju alhamdulillah mahasiswa bangun,1,"maju terus,......alhamdulillahmahasiswa sudah bangun"
korban mahasiswa aparat polri hrus hadap polri emban tugas aman mahasiswa suara aspirasi masyarakat situasi lanjut parah wcana periode plokmirkanso mari pikir derita bijak perintah tahan lonjak butuh hidup iniwahai wakil rakyat coba renung rakyat kalang andal hasil bumi tahan hidup dtik hasil bumi beli dngan harga rendah semetara harga sembako mroketini raya ulang dekat raya dpat butuh pokok kendali budaya bagaimanamikerrrrrr,1,Yg jdi korban adlah masiswa dan aparat polri mreka hrus berhadapan bgaimna tidak polri mngemban tugas mengamankan sdangkan mhasiswa menyuarakan aspirasi masyrakat dan situasi ini akan trus berlanjut dan bahkan akan lbih prah jika wcana 3 periode masih trus di plokmirkan.<br>So mri kita berfikir siapa yg mnderita di balik kebijakan pmerintah ini mampukah kita berthan terhadap lonjakan kbutuhan hdup ini.<br>Wahai anda pra wkil rakyat cba anda rnungkan kmi rakyat klangan bwah yang hnya mngandlkan hsil bumi untuk brthan hdup. Anda prlu tau bhwa hri ini dtik ini hsil bumi kmi dbli dngan harga rendah smentra hrga sembako smakin mroket.<br>Ini sperti kita merayakan hri ulang tahun bgaimna tdak dmikian setiap mndekati hari raya sdah dpat dpstikan smua kbtuhan pkok naiknya tdak terkndali APAKAH INI BUDAYA BARU ATAU BAGAIMANA.<br>MIKERRRRRR........
sang bela rakyat jabat,1,"Sang pembela rakyat ,sebelum menjadi pejabat."
biar mahasiswa demo sesuai uud jamin undang undang,1,"Biarkan mahasiswa demo,sesuai dengan  UUD 45, dijamin oleh undang undang"
mantap juang rakyat mahasiswa wa buruh,1,Mntap..trus berjuang rakyat mahasis wa buruh
kendur unjuk perintah bikin susah rakyat tumbang,1,jangan kendor demo terus sampai pemerintahan bikin susah rakyat tumbang
anak polisi mahasiswa demo,0,Apakah ada anak polisi ini jadi mahasiswa yg ikut demo?
semangat mahasiswa,0,Semangat Untuk Mahasiswa
kecewa dah baca bikin rusuh demo serentak ricuh,0,Wkwkwkw kecele dah kebaca mau bikin rusuh...demo serentak kok ricuh semuanya.
unjuk terakhirtanya menteri anggota dprjangan asal naik bbm langgar hukum,0,"Pak kalo anda mau unjuk rasa ini yg terakhir,<br>Tanya MENTRI atau anggota DPR,<br>jangan asal² menaikan BBM atau melanggar hukum"
bobrok negeri istirahat minyak goreng,0,Bobroknya negriku.... Rip. Minyak goreng
asap apitidak demonstrasi salah negara inidemo damai indonesia,0,Tidak akan ada asap kalo tidak ada api!<br>Tidak akan ada Demonstrasi kalau tidak ada yg salah di negeri ini.<br>Demo damai untuk INDONESIA👍
moga juang sukses korban siaselamat juang anakusemoga semangat bara aamiin juang sejati,0,Semoga perjuangan kalian sukses ...<br>Pengorbanan kalia  tidak akan sia2...<br>Selamat berjuan anak2u<br>Semoga semangat kalian makin membara ..<br>Aamiin yra ...kalian adalah pejuang sejati
ya hutan ladang sawit langka mahal minyak goreng aneh,0,"Ya gimana lah pak, hutan sudah banyak yg jadi ladang sawit, tapi gitu pun bisa langka nd mahal minyak goreng, apa gak aneh begitu.???"
wow pas rusuh berani harimau eh pas tangkap ikan teri,0,"Wow.. Pas ngerusuh berani seperti hariamu, eh pas ketangkep kek ikan teri."
dunia alami indonesiamau akibat,0,"Seluruh dunia mengalami hal yg sama,bukan hanya Indonesia<br>Mau gimna lagi ,ini kan semua dari akibat covit"
luhut luhut bikin kontroversi periode milu nongol umpet takut ya wkkwwk mohon maaf kapolda bikin rusuh mahasiswa ajar bikin kontroversi periode makan rusuh,0,Pak luhut mana pak luhut yg bikin kontroversi 3 priode tanpa pemilu kok gk nongol malah ngumpet takut ya wkkwwk😂 mohon maaf pak Kapolda yg bikin rusuh bukan mahasiswa atau pelajar itu yg bikin kontroversi 3 priode makannya rusuh
langgar hukum,0,Kalianlah yg melanggar hukum
semangat mahasiswa juang mahasiswa satu mantap,1,Semangat mahasiswa lanjutkan terus perjuanganmu.... mahasiswa bersatu mantap
maju mahasiswa,1,Maju terus mahasiswa....
iya terima kasih ade adik mahasiswa hasil rakyat indonesia moga manfaat amin amin,0,Iya terima kasih Ade ade Mahasiswa berhasil membuat Rakyat Indonesia ini semoga bermanfaat Amin Amin rabbal Alamin
oknum mahasiswa anarkis demo bodoh cermin kaum ajar intelektual malu,1,"Bagi oknum mahasiswa yang anarkis waktu demo, so stupid you are. Kamu bukan mencerminkan kaum terpelajar yang berintelektual. Shame on you"
mahasiswa makassar norak pol jijik lihat mahasiswa kayak gitu,0,Mahasiswa makasarr norak polll.......jijik liat mahasiswa kaya gtu
parah ya hati ya adik mahasiswa moga bela rakyat lupaminyak goreng harga kopi saset bon harga otr kereta jugajangan mahar calon mertua kacau,1,Waaah parah juga ya hati&quot; ya adek mahasiswa semoga menjadi pembela rakyat yang kaffah. <br>Jangan lupa...<br>1.minyak goreng..<br>2. Harga kopi saset naik...<br>3. Intermi naik..<br>4. Voucher naik...<br>5. Pertamax naik..<br>6. Harga OTR kreta naik juga..<br>Jangan Sampek mahar juga dinaikkan para calon mertua bisa kacau...
mahasiswa bayar repot deh,0,"Mahasiswa bayaran , repot deh."
hasil senin bakar ajar kuliah,0,Hasilnya senin kebakar.... Inikah ajaran kuliahmu selama ini
aparat ragu sikat unjuk anarkis gera laku unjuk daerah nama rakyat,0,"Aparat jangan ragu sikat para pengunjuk rasa yg anarkis,,,pergerakan yg di lakukan para pengunjuk rasa di berbagai daerah bukan atas nama rakyat"
unjuk atur aja demo wajar langgar preman harga mata masyarakat,0,"Adanya demo karena sudah ada dalam aturan . <br>Ajakan untuk berdemo itu wajar, kenapa jd pelanggaran. <br>Mungkin, premanisme seperti ini yang membuat mereka tidak berharga dimata masyarakat."
pimpin sadar sentimeter gelintir orang negeri kacau,0,"Para pmmpin shrusnya sadar,jngn sampai cm krn sglintir orng negri ini jd kcau."
terima kasih mahasiswa mahasiswi wakil aspirasi rakyatsemangat terusjkwout,0,"terimakasih mahasiswa/wi <br>telah mewakili aspirasi rakyat<br>semangat terus...<br><a href=""http://www.youtube.com/results?search_query=%23jkwout"">#jkwout</a>"
becus urus minyak gorengmalah periode,0,Ga becus ngurus minyak goreng..<br>Malah mau 3 periode...
unjuk daerah mantap,0,demo di daerah paling mantap
wakil rakyat akhlak suka bikin bijak gaduh suruh rapat bahas rakyat biar sejahtera tidur,0,Sebagian wakil rakyat yg ga punya Akhlak. Sukanya bikin kebijakan yg gaduh. Suruh rapat bahas rakyat biar sejahtera malah tdr
ya tuhan cabut nyawa orang rusak negara nkri neraka,0,"Ya tuhan cbt nyawa org yg ingin merusak negara nkri,,,tempat mareka d neraka"
gas air mata aparat kejam maling teriak maling,0,"Huuuu,,, gas air mata,, apart kejam,, ibarat maling teriak maling ,, 😠👊🤕😲"
ya allah lindung mahasiswa sadar joko widodo turun jabat nya,1,Ya alloh lindungi lah mahasiwa2 dan sadar kan pa jokowi supaya turun jadi jbtan nya
bravo mahasiswa,1,Bravo mahasiswa 💪💪💪
kalu aspirasi rakyat dengar demo demo jabat nya adil,0,KALU ASPIRASI RAKYAT DI DENGAR MAKA TIDAK ADA DEMO PAK . KENAPA ADA DEMO KARNA PEJABAT NYA TIDAK ADIL
gua orang kerumun timbul covid satgas orang nya tes,0,Gua ngak mau tau ini orang berkerumun menimbulkan covid satgas mana ini orang nya harus di tes
rakyat susah tolong cari solusi nya gimana suruh rebus makan pisang tolong sila mundur sempat indonesia milik,0,"Sekarang rakyat lagi susah bu, pak tlng di cari solusi nya gmn bisa kluar dari mslh smua ini, bukan di suruh merebus atau makan pisang jadi tolong bpk dan ibu kl mmg tak mampu lagi silakan mundur dan beri kesempatan yg lain. Indonesia ini bkn milik sendiri !!!."
kelompok suruh habis pemimpinanrakyat pandai,0,"Kelompok suruhan yang abius jadi pemimpinan,,🤭,rakyat sekarang sudah padai.."
gilir unjuk anarkis berita gilir unjuk bobrok perintah bungkam dasar media media biadab,0,"giliran demo ada yang anarkis kalian beritakan, giliran demo kebrobokan pamerintah kalian bungkam, dasar media media biadab..."
tindak jabat negara presiden mahasiswa takut copot jabat ya,0,Yang perlu ditindak tegas itu pejabat negara bila perlu presidennya bukan para mahasiswa......apa takut di copot jabatannya ya ?
hidup mahasiswa maju mundur semangat,1,"Hidup mahasiswa.. Jangan maju, mundur terusss... Tetap semangat..."
hidup polisi,1,Hidup polisi
masyarakat indonesia palestina perintah,0,Masyarakat indonesia di buat seperti palestina oleh pemerintahnya sendiri
dukung mahasiswa,0,Kamu mendukungmu mahasiswa 👍👍👍👏👏👏👏🎉🎊🎊🎊
hidup mahasiswa,1,Hidup mahasiswa!
tangkap sila proses berat kasih efek jera rusuh,0,Yg ketangkap silahkan di proses dengan berat kasih efek jera karena sudah membuat rusuh
stm unjuk sekolah kepala sekolah pecat,0,Stm yang ikut demo dikeluarkan saja dari sekolah. Kalo tidak kepala sekolahnya dipecat
bravo mahasiswa wakil hati rakyat,1,Bravo mahasiswa hanya kamulah yang bisa mewakili hati rakyat.
luhut tangkap pancing ribut inikok mahasiswa tangkap,0,"Knp luhut tdk d tangkap pak, yg memancing keributan ini😆😅<br>Kok mahasiswa yg d tangkap😂"
telinga demo tuli lacur bayar,0,"TELINGA ” PENDEMO TULI ,PELACUR ” BAYARAN"
om iwan fals wakil rakyat kumpul orang hebat kumpul teman tolong dengar suara rakyat diam,0,"Ingat kata om Iwan  fals. wakil rakyat kumpulan orang hebat, bukan kumpulan teman &quot; dekat. Tolong dengar suara rakyat. Jangan hanya DIAM."
mahasiswa bajing demo mata buta hati buta kutuk,0,Mahasiwa vegik bajingan kaluan semua yang demo. Matamu buta hatimu juga buta. Terkutuklah kaklian
bikin undang undang salah periode,0,Makanya kalo bikin undang2 jgn di salah gunakan masa mau 3peeode.
ricuh lengser,0,Kalo udah ricuh berarti perlu ada yg lengser
mabuk unjuk mudah pengaruh adu domba aksi ganas tawonkalau sampai maksud tuju caranyasaya suka orangyg suka rusak,0,Begitu lah para pmabuk demo mudh sekali trpngaruh di adu domba.. aksinya lebih ganas dari pada tawon.<br>Kalau ada pnyampaian mksud dn tujuan bukn begitu caranya..<br>Saya sangt tidk suka trhadp orang2<br>yg suka mrusak..
pintar media gilir ricuh kabar gilir damai hilang media,0,Pinter ye media giliran ricuh ada dmna2 kabarnya giliran damai pd ilang media2 hadehhhhh
busur anak panah unjuk sifat bunuh,0,Busur anak panah ini bukan demo tapi bersifat mau membunuh
gagas pilih presiden periode orang puas jabat nya partai dukung joko widodo biang kerok kacau negara rakyat derita,0,"Pengagas pilpres tiga priode adalah orang2 yg tdk puas dgn masa jabatan nya terutama dari partai pendukung jokowi mereka adalah biang kerok kekacauan negara ini yg telah banyak membuat rakyat menderita,"
rakyat politik tenang negara aman rakyat makmur bosan ribut ribut korban sedih nya,1,"Kami rakyat biasa yg tidak tau apa apa tentang politik, kami pengen tenang.. negara aman.. rakyat makmur, bosan dengan keributan keributan..., Apalagi sampai  ada korban.., sedih kami melihat nya,"
moga sih asli susup,1,Semoga tidak terjdi ap2 di 🇮🇩.ini sih asli ada penyusup
mahasiswa papar kasihan,1,masiswa banyak yg terpapar kadrun. kasihan
patut contoh aspirasi tuju simpang,1,"Tidak patut di contoh menyampaikan aspirasi,  malah tujuannya menyimpang"
bravo mahasiswa semangat moga allah lindung juang amin amin,1,bravo mahasiswa semanggat terus semoga allah sellalu melindunggi perjuanggan kalian amiin amiin
mbok pikir gedung fasilitas bangun pakai duit rakyat unjuk rakyat beban rakyat pikir tuntut ilmu golek duit,1,"Mbok yo mikir.. gedung dan fasilitas lainnya dibangun pakai duit Rakyat. Lha wong demo demi rakyat kok malah semakin membebani rakyat. Oalah. Mikirmu lagi nuntut ilmu Le, durung ngrasakno golek duit."
mafia minyak goreng usut tuntas polisi,0,Mafia Minyak Goreng tuu Usut Tuntas.... Itu baru bener jdi Polis
unjuk adik mahasiswa moga sadar bahaya ambisi preman kuasa terima kasih adik mahasiswa lengah,0,Adanya demo adik2 mahasiswa ini semoga menyadarkan bahaya ambisi dan premanisme kekuasaan. Terima kasih adik2 mahasiswa. Tetaplah jangan lengah.  👍👍👍💪💪💪
maju mahasiswa lawan polisi komunis haram jadah pihak rakyat indonesia moga juang mahasiswa allah lindung amin,0,Maju terus mahasiswa lawan polisi komunis haram jadah tak berpihak pada rakayat indonesia. Semoga perjuanganmu mahasiswa allah sllu melindungimu. Aamiin
negara rusuh dengar,1,Di negara kita kalau g rusuh pasti ga di dengar seperti yang sudah2
kumpul orang bodoh cundang negara susah kumpul orang bodoh keruh anggap pintar kumpul orang bodoh kah generasi negara,1,"Sekumpulan orang bodoh dan yg pasti pecundang,,,,negara sudah susah dan sekumpulan orang2 bodoh ini akan semakin memperkeruh keadaan,,,,,mereka angap dirinya pintar padahal cuma sekumpulan orang2 bodoh,ini kah generasi negara ini"
mah demo rusa,0,Itumah bukan demo..tapi menuju pengrusakan
unjuk mahasiswa bahaya tumpang gelap nya si,1,Yg demo mahasiswa tp yg bahaya. Penumpang gelap nya si Kadrun...
anggota dewan dpr dprd mpr wakil rakyat milu mahasiswa wakil bukti mahasiswa wakil rakyat,0,"Anggota dewan DPR,DPRD,MPR ditunjuk wakili Rakyat dgn adanya pemilu. Teruss mahasiswa wakili siapa? Ada gak bukti kalo mahasiswa wakili rakyat?"
ya moga dengar lempar batu bikin anggar miliar gedung suka buang buang anggar,0,"Ya semoga benar di dengar setelah ini , tapi waduh jangan dilemparin batu nanti mereka bikin anggaran lagi milyaran buat betulin gedungnya tau lah suka buang buang buat anggaran ini itu"
turun dah sengsara rakyat becus pimpin,0,TURUN AJADAH DARI PD NYENGSARAIN RAKYAT KLO G BECUS JADI PEMIMPIN
indonesia demo kayak afrika anarkis banget,0,Indonesia demonya kaya di afrika anarkis banget
mulut si luhut periode data lu tanggung hut,0,Ini semua bermula dari mulutnya si LUHUT 3 periode big data..!!! Lu harus tanggung jawab HUT
anarkis diam rusak tindak lari ham mahasiswa mahasiswa,1,"Anarkis....di diemin ngerusak...kalo di tinjak lanjut,tegas...pasti larinya ke HAM...mahasiswa...mahasiswa..."
alhamdulillah mahasiswa turun lapang generasi muda terus bangsa tangan juang nya diam semangat adik maju serah pimpin negeri enak jabat rakyat sengsara wabah minyak langka parah,1,"Alhamdulillah akhirnya mahasiswa turun juga kelapangan, karena generasi muda penerus bangsa selanjutnya ada ditangan mereka jadi mereka harus memperjuangkan nya,selama ini kalian diam semangat terus adek2...maju terus jangan pernah menyerah pemimpin Negeri ini SDH terlalu enak menjabat  rakyat sengsara mulai dr wabah skrg mnyk langka ini SDH paraaah"
oknum anggota dewan umpet kayak ayam sayur,0,Kalo begini itu oknum anggota dewan ngumpet kaya ayam sayur 🤣😀🤣😀🤣😀
seru demo siar televisi,0,Ga seru demonya ga disiarin di televisi.
demo pakai senjata adil,0,Demo pakai senjata... Supaya adil
mahasiswa,0,Mereka2 juga pernah menjadi mahasiswa
ya allah lindung mahasiswa,1,Yaa Allah lindungilah Mahasiswa
keren perang pribumi,0,G keren <br>Perang kok sama pribumi 🤦‍♂️🤦‍♂️🤦‍♂️
makassar kenal sarang intoleran radikal,1,Makasar memang terkenal sarang intoleran dan radikal.
unjuk ganti rezim,0,Sampai kapanpun pasti masih terus ada demo meskipun ganti tezim
upviral,0,"<a href=""http://www.youtube.com/results?search_query=%23up"">#up</a><br><a href=""http://www.youtube.com/results?search_query=%23viral"">#viral</a>"
sok nama rakyat buat anarkis kriminal mohon polri tindak rakyat jelata muak jijik demonstran unjuk buat anarkis kriminal,1,"Apapun kata2nya yg sok atas namakan rakyat berbuat anarkis atau kriminal, kami mohon KPD polri utk ditindak tegas, kami ini rakyat jelata sudah muakkkk dan jijikkk terhadap para demistran, setiap unjuk rasa berbuat anarkis at atau kriminal."
mahasiswa henti unjuk,1,"Mahasiswa tidak boleh berhenti demi, harus demo"
puasa ribut,0,Puasa kok pd ribut
negara nkri iblis setan puasa,0,Negara NKRI banyak Iblis dan setannya dibulan puasa
malu pimpin nya kuasa,0,Apakah tidak malu pemimpin nya yg masih ingin berkuasa
jiwa muda darah muda mudah sulut emosi anarkis hebat hebat,1,"Jiwa muda,darah muda ,mudah tersulut emosi anarkis..hebattt hebatttt..."
kasih solusi kasih wadah aspirasi dengar,0,"Kasih solusi ,kasih wadah untuk aspirasi mereka dong agar di dengar."
tni polri alat kuasa alat negara simbol benteng negara lindung rakyat ayom rakyat pesan panglima jenderal sudirman unjuk rakyat adang jalan menyam pai dapat temu wakil rakyat negara maju nilai demokrasi halang halang zaman jajah zaman jepang,1,"tni polri bukan alat kekuasaan   tapi alat negara simbol benteng negara pelindung rakyar pengayom rakyat ingat pesan panglima besar jendral sudirman ,,, demo rakyat bukan di hadang tapi diberi jalan untuk menyam paikan pendapat dan di pertemukan dengan wakil rakyat   di negara maju pun begitu itu nilai demokrasi  klw di halang halangi ingat jaman penjajahan dulu  jaman jepamg"
menang bangsa negara,0,Nangis melihat bangsa negara seperti ini   😔
maha siswa patuh atur udang quot,0,Maha siswa macam apa kamu semua  yg gk patuh aturan &amp; udang &quot;.
juang mahasiswa tinggal korban sia sia mahasiswa pahlawan rakyat negara mahasiswa lanjut lindung tanah air mari apresiasi juang generasi muda mental terima kasih tuhan tuhan with always salam,1,Perjuangan para mahasiswa yg telah meninggal terdahulu dan bahkan jadi korban... Tidak sia2.. kalian mahasiswa saat ini adalah pahlawan rakyat negara ini... Kalian para mahasiswa yg akan melanjutkan melindungi tanah air Kita❤️❤️❤️... Mari Kita apresiasi perjuangan mereka... Krn generasi muda kita mentalnya baik2 saja... Thanks God... God be with you Always😎👍 Salam Urrraaaaaa 😎🎉
indonesia golak indonesia indonesia bangkit,1,"Indonesia bergolak, Indonesia baru Indonesia bangkit"
perang rakyat,1,perang bersama rakyat
indonesia periode ubah masyarakat sejahtera periode bikin sengsara,0,"Indonesia sedang tidak baik2 saja... 3 periode tidak mengubah masyarakat kecil menjadi sejahtera, 3 periode bikin sengsara"
maju kawan mahasiswa semangat,1,Maju terus kawan2 mahasiswa tetap semangat
ya allah lindung polisi mahasiswa moga korban,1,"Ya Allah lindungi bapak2 polisi dan mahasiswa, SMG tidak ada korban dikedua pihak."
hebat indonesia rakyat lawan ketidakpuasan kuasa rusia lawan ukraina,0,"Hebatnya Indonesia ....rakyat melawan ketidakpuasan penguasa,, Rusia vs Ukraina"
bingung info joko widodo periode beliau periode lucu informasi langsung demo kerja kali,1,yg sya bingung mereka dapat info dari mana kalau pak jokowi mau 3 periode.. beliau saja tidak mau 3 periode.. lucu mereka tidak tau informasi yg benar lngsung demo2 tdak jlas. kurang kerjaan kali.
bertaya biang rusuh nyayg kawal bikin rusuh rakyat mikir,0,Bapak masi bertaya siapa biang rusuh nya...???...😏😏😏....yg kalian kawal.itu lah yg bikin rusuh selama ini...klau gk mereka ...gk mungkin rakyat seperti itu...!!! Mikir...😎😎😎🤡🤡🤡💩
tindak tindak tindak unjuk bilang tindak laku,1,Tinda tindk dan tndak apa sebabnya sampai terjadi demo setelah terjadi baru bilang tindak tegss pelaku.
sila demo aksi demo anarkis,1,SILAHKAN DEMO ..... YANG PENTING AKSI DEMO TIDAK ANARKIS .......
puasa anarkis parah dalang rusuh tindak harga suci,0,Puasa2 kok buat anarkis.....parahhhh .... Dalang kerusuhan sebaiknya di tindak aja... Tidak menghargai bulan suci....
demo dikit langsung tangkap,0,Didemo dikit aja langsung ditangkap
unjuk jabat bodoh,0,Terjdi demo karna semua pejabat masa bodoh.
tangkap oknum kecut hukum berat biar jera kondusif situasi nkri jaya,1,"Tangkap oknum pengecut hukum berat, biar jera demi kondusif situasi !!! NKRI jaya !"
ya allah lindung indonesia,1,Ya allah limdungilah indonesiaku
kayak nama mahasiswa etika barquot kayak maluquotin pakai bawaquot rakyat rakyat wakil laku barquot rusak fasilitas demo ya unjuk tertib bikin macet rusak fasilitas rakyat wakil rakyat calon ya,0,Kayak gitu di namakan mahasiswa. GK punya etika bar&quot; apaan kayak gitu malu&quot;in. Pakek bawa&quot; rakyat lagi. Rakyat mana yg u wakili kalo klakuan bar&quot; merusak fasilitas umum. Demo ya demo yg tertip. Dah bikin macet merusak fasilitas. Rakyat mana yg kamu wakili. Rakyat yg mau nyalon 2024 ya?
ricuh paksa periode,0,Sudahilah kericuhan ini dg jangan ngotot 3 periode
demo mahasiswa bikin bangga bangsa bar bar,1,Demo mahasiswa gak bikin bangga ...kenapa bangsa kita bar bar....
dalang sebab rusuh wakil pagar pilih rakyat amanah rakyat buang badan terima rakyat amanah gaji duduk duduk ijon bayar juta orang triliun mpr dpr dpd prs wakil rakyat keluh prihatin hadap tameng ranpur beli uang rakyat personil tempur baju pangkat gaji didik tunjang uang rakyatgituajakoqrepot janganlemparbatusembunyitangan,1,"Jelas koq , DALANG YANG MENYEBABKAN KERUSUHAN  adalah para wakil yg didalam pagar tinggi, yg dipilih rakyat, mnta amanah rakyat tapi buang badan tidak mau menerima rakyat yang memberi amanah dan menggajinya....ingat yg duduk2 itu sdh ijon dibayar 683 jta/org/bulan <b>*[ {27,5 Trill : ( 500 mpr/dpr+100 dpd + 2 prs/wakil) }: 60 bulan ] *</b><br><br>Masa rakyat hanya mau sampaikan keluhan,keprihatinan dihadapkan dengan tameng dan ranpur yg dibeli dari uang rakyat dgn personil2 petempur yg baju,pangkat,gaji,pendidikan,tunjangan dr uang rakyat...!!!!???<br><br><a href=""http://www.youtube.com/results?search_query=%23gituajakoqrepot"">#gituajakoqrepot</a> <br><a href=""http://www.youtube.com/results?search_query=%23janganlemparbatusembunyitangan"">#janganlemparbatusembunyitangan</a>"
heran makassar tenang,0,"Tak Heran kalau Makasar,, sejak dulu gak pernah tenang."
makassar heran rusuh daerah kuasa bohir,1,Makassar??? GAK HERAN KALO RUSUH... DAERAH KEKUASAAN BOHIR..
polisiquot ketua masuk oligarki,0,Kmi rasa polisi&quot; Yg selaku ketua sdh dimasukin oleh oligarki
